sku_id,date,units_sold
21212,2010-05-24,155
21212,2010-05-25,604
21212,2010-05-26,171
21212,2010-05-27,296
21212,2010-05-28,98
21212,2010-05-30,171
21212,2010-06-01,31
21212,2010-06-02,146
21212,2010-06-03,316
21212,2010-06-04,103
21212,2010-06-06,241
21212,2010-06-07,545
21212,2010-06-08,172
21212,2010-06-09,408
21212,2010-06-10,52
21212,2010-06-11,179
21212,2010-06-13,103
21212,2010-06-14,29
21212,2010-06-15,462
21212,2010-06-16,171
21212,2010-06-17,26
21212,2010-06-18,27
21212,2010-06-20,2
21212,2010-06-21,62
21212,2010-06-22,75
21212,2010-06-23,27
21212,2010-06-24,90
21212,2010-06-25,201
21212,2010-06-27,29
21212,2010-06-28,460
21212,2010-06-29,336
21212,2010-06-30,391
21212,2010-07-01,180
21212,2010-07-02,82
21212,2010-07-04,48
21212,2010-07-05,175
21212,2010-07-06,222
21212,2010-07-07,50
21212,2010-07-08,99
21212,2010-07-09,343
21212,2010-07-11,248
21212,2010-07-12,9
21212,2010-07-13,86
21212,2010-07-14,146
21212,2010-07-15,131
21212,2010-07-16,444
21212,2010-07-18,34
21212,2010-07-19,697
21212,2010-07-20,73
21212,2010-07-21,265
21212,2010-07-22,290
21212,2010-07-23,97
21212,2010-07-25,59
21212,2010-07-26,293
21212,2010-07-27,27
21212,2010-07-28,216
21212,2010-07-29,83
21212,2010-07-30,96
21212,2010-08-01,80
21212,2010-08-02,49
21212,2010-08-03,54
21212,2010-08-04,25
21212,2010-08-05,101
21212,2010-08-06,99
21212,2010-08-08,2
21212,2010-08-09,55
21212,2010-08-10,75
21212,2010-08-11,49
21212,2010-08-12,257
21212,2010-08-13,404
21212,2010-08-15,1060
21212,2010-08-16,24
21212,2010-08-17,168
21212,2010-08-18,400
21212,2010-08-19,422
21212,2010-08-20,627
21212,2010-08-22,218
21212,2010-08-23,49
21212,2010-08-24,97
21212,2010-08-25,100
21212,2010-08-26,126
21212,2010-08-27,25
21212,2010-08-31,182
21212,2010-09-01,147
21212,2010-09-02,255
21212,2010-09-03,172
21212,2010-09-05,341
21212,2010-09-06,326
21212,2010-09-07,25
21212,2010-09-08,3
21212,2010-09-09,86
21212,2010-09-10,216
21212,2010-09-12,31
21212,2010-09-13,99
21212,2010-09-14,273
21212,2010-09-15,417
21212,2010-09-16,72
21212,2010-09-17,49
21212,2010-09-19,96
21212,2010-09-20,199
21212,2010-09-21,337
21212,2010-09-22,27
21212,2010-09-23,59
21212,2010-09-24,171
21212,2010-09-26,271
21212,2010-09-27,305
21212,2010-09-28,125
21212,2010-09-29,363
21212,2010-09-30,203
21212,2010-10-01,149
21212,2010-10-03,154
21212,2010-10-04,313
21212,2010-10-05,217
21212,2010-10-06,1234
21212,2010-10-07,71
21212,2010-10-08,883
21212,2010-10-10,13
21212,2010-10-11,154
21212,2010-10-12,201
21212,2010-10-13,441
21212,2010-10-14,133
21212,2010-10-15,148
21212,2010-10-17,484
21212,2010-10-18,104
21212,2010-10-19,492
21212,2010-10-20,444
21212,2010-10-21,213
21212,2010-10-22,34
21212,2010-10-24,73
21212,2010-10-25,76
21212,2010-10-26,104
21212,2010-10-27,195
21212,2010-10-28,81
21212,2010-10-29,152
21212,2010-10-31,5
21212,2010-11-01,108
21212,2010-11-02,517
21212,2010-11-03,72
21212,2010-11-04,102
21212,2010-11-05,122
21212,2010-11-07,176
21212,2010-11-08,178
21212,2010-11-09,255
21212,2010-11-10,135
21212,2010-11-11,136
21212,2010-11-12,110
21212,2010-11-14,82
21212,2010-11-15,28
21212,2010-11-16,995
21212,2010-11-17,150
21212,2010-11-18,132
21212,2010-11-19,338
21212,2010-11-21,44
21212,2010-11-22,113
21212,2010-11-23,97
21212,2010-11-24,239
21212,2010-11-25,766
21212,2010-11-26,56
21212,2010-11-28,36
21212,2010-11-29,594
21212,2010-11-30,270
21212,2010-12-01,241
21212,2010-12-02,459
21212,2010-12-03,254
21212,2010-12-05,21
21212,2010-12-06,141
21212,2010-12-07,261
21212,2010-12-08,134
21212,2010-12-09,77
21629,2009-12-03,3
21629,2009-12-04,2
21629,2009-12-06,1
21629,2009-12-07,1
21629,2009-12-09,1
21629,2009-12-14,1
21629,2009-12-16,4
21629,2009-12-22,1
21629,2010-01-11,5
21629,2010-01-12,2
21629,2010-01-19,1
21629,2010-01-21,1
21629,2010-01-22,2
21629,2010-01-25,4
21629,2010-02-01,1
21629,2010-02-05,1
21629,2010-02-16,1
21629,2010-02-18,2
21629,2010-02-24,1
21629,2010-02-26,1
21629,2010-03-01,1
21629,2010-03-08,1
21629,2010-03-10,1
21629,2010-03-11,2
21629,2010-03-16,1
21629,2010-03-17,1
21629,2010-03-18,2
21629,2010-03-25,2
21629,2010-04-01,2
21629,2010-04-07,1
21629,2010-04-26,2
21629,2010-05-06,2
21629,2010-05-07,1
21629,2010-05-18,1
21629,2010-05-19,6
21629,2010-05-28,1
21629,2010-06-04,3
21629,2010-06-07,1
21629,2010-06-10,2
21629,2010-06-15,1
21629,2010-06-28,1
21629,2010-07-06,4
21629,2010-07-12,2
21629,2010-08-04,2
21629,2010-08-13,1
21629,2010-08-16,1
21629,2010-08-17,10
21629,2010-08-31,1
21629,2010-09-01,1
21629,2010-09-06,4
21629,2010-09-08,1
21629,2010-09-13,2
21629,2010-09-23,2
21629,2010-09-26,1
21629,2010-10-11,2
21629,2010-11-05,1
21629,2010-12-01,1
21629,2010-12-09,1
22514,2010-03-28,21
22514,2010-03-29,1
22514,2010-03-30,3
22514,2010-03-31,1
22514,2010-04-01,40
22514,2010-04-06,1
22514,2010-04-07,2
22514,2010-04-08,1
22514,2010-04-12,48
22514,2010-04-13,7
22514,2010-04-14,6
22514,2010-04-15,8
22514,2010-04-16,1
22514,2010-04-18,6
22514,2010-04-19,14
22514,2010-04-20,1
22514,2010-04-21,4
22514,2010-04-22,48
22514,2010-04-25,9
22514,2010-04-28,11
22514,2010-04-29,2
22514,2010-04-30,9
22514,2010-05-02,11
22514,2010-05-04,18
22514,2010-05-05,6
22514,2010-05-06,25
22514,2010-05-07,6
22514,2010-05-09,6
22514,2010-05-11,2
22514,2010-05-12,37
22514,2010-05-16,4
22514,2010-05-17,211
22514,2010-05-18,6
22514,2010-05-19,12
22514,2010-05-20,19
22514,2010-05-21,6
22514,2010-05-23,4
22514,2010-05-24,6
22514,2010-05-25,5
22514,2010-05-30,1
22514,2010-06-03,3
22514,2010-06-06,3
22514,2010-06-07,4
22514,2010-06-08,1
22514,2010-06-10,4
22514,2010-06-11,7
22514,2010-06-13,7
22514,2010-06-14,1
22514,2010-06-15,6
22514,2010-06-16,1
22514,2010-06-17,1
22514,2010-06-27,6
22514,2010-06-28,6
22514,2010-07-05,6
22514,2010-07-06,6
22514,2010-07-07,3
22514,2010-07-13,1
22514,2010-07-16,6
22514,2010-07-20,6
22514,2010-07-21,1
22514,2010-07-29,2
22514,2010-07-30,6
22514,2010-08-02,3
22514,2010-08-18,1
22514,2010-08-22,14
22514,2010-08-23,2
22514,2010-09-03,1
22514,2010-09-16,6
22514,2010-09-19,1
22514,2010-10-11,7
22514,2010-10-17,1
22514,2010-10-25,1
22514,2010-10-26,1
22514,2010-11-04,1
22514,2010-11-05,1
22514,2010-11-08,1
22514,2010-11-09,4
22514,2010-11-12,4
22514,2010-11-14,6
22514,2010-11-15,6
22514,2010-11-19,1
22514,2010-11-23,1
22514,2010-11-26,1
22514,2010-11-30,1
22514,2010-12-02,3
22514,2010-12-07,6
22514,2010-12-09,1
22627,2010-05-04,7
22627,2010-05-05,40
22627,2010-05-06,21
22627,2010-05-09,5
22627,2010-05-10,7
22627,2010-05-11,6
22627,2010-05-12,2
22627,2010-05-13,10
22627,2010-05-16,2
22627,2010-05-17,4
22627,2010-05-18,16
22627,2010-05-19,1
22627,2010-05-20,8
22627,2010-05-21,4
22627,2010-05-23,27
22627,2010-05-24,2
22627,2010-05-25,7
22627,2010-05-26,4
22627,2010-05-27,12
22627,2010-05-30,1
22627,2010-06-02,2
22627,2010-06-03,4
22627,2010-06-04,3
22627,2010-06-08,1
22627,2010-06-09,3
22627,2010-06-10,4
22627,2010-06-11,4
22627,2010-06-13,3
22627,2010-06-14,4
22627,2010-06-15,16
22627,2010-06-16,6
22627,2010-06-17,4
22627,2010-06-18,3
22627,2010-06-20,2
22627,2010-06-21,3
22627,2010-06-22,2
22627,2010-06-23,3
22627,2010-06-24,4
22627,2010-06-25,1
22627,2010-06-27,1
22627,2010-06-28,8
22627,2010-06-29,4
22627,2010-06-30,2
22627,2010-07-01,7
22627,2010-07-02,2
22627,2010-07-05,2
22627,2010-07-06,6
22627,2010-07-08,2
22627,2010-07-11,5
22627,2010-07-12,2
22627,2010-07-14,4
22627,2010-07-15,1
22627,2010-07-16,2
22627,2010-07-18,3
22627,2010-07-19,2
22627,2010-07-23,1
22627,2010-07-25,1
22627,2010-07-26,5
22627,2010-07-27,3
22627,2010-07-29,2
22627,2010-07-30,2
22627,2010-08-02,5
22627,2010-08-03,4
22627,2010-08-04,1
22627,2010-08-05,3
22627,2010-08-06,2
22627,2010-08-10,2
22627,2010-08-11,2
22627,2010-08-12,5
22627,2010-08-13,2
22627,2010-08-15,6
22627,2010-08-16,4
22627,2010-08-17,2
22627,2010-08-18,2
22627,2010-08-19,1
22627,2010-08-20,1
22627,2010-08-22,2
22627,2010-08-24,3
22627,2010-08-25,16
22627,2010-08-26,5
22627,2010-08-27,1
22627,2010-08-31,12
22627,2010-09-01,1
22627,2010-09-02,1
22627,2010-09-03,6
22627,2010-09-05,4
22627,2010-09-06,3
22627,2010-09-09,4
22627,2010-09-10,4
22627,2010-09-12,1
22627,2010-09-13,6
22627,2010-09-15,41
22627,2010-09-16,4
22627,2010-09-19,3
22627,2010-09-20,4
22627,2010-09-21,2
22627,2010-09-22,1
22627,2010-09-23,2
22627,2010-09-24,1
22627,2010-09-26,3
22627,2010-09-27,14
22627,2010-09-28,5
22627,2010-09-29,16
22627,2010-09-30,4
22627,2010-10-03,7
22627,2010-10-06,5
22627,2010-10-07,4
22627,2010-10-10,4
22627,2010-10-11,1
22627,2010-10-12,7
22627,2010-10-13,6
22627,2010-10-14,25
22627,2010-10-15,15
22627,2010-10-17,3
22627,2010-10-18,7
22627,2010-10-19,1
22627,2010-10-20,13
22627,2010-10-21,7
22627,2010-10-22,3
22627,2010-10-25,2
22627,2010-10-26,2
22627,2010-10-27,4
22627,2010-10-28,2
22627,2010-10-29,3
22627,2010-10-31,2
22627,2010-11-01,1
22627,2010-11-02,6
22627,2010-11-03,3
22627,2010-11-04,7
22627,2010-11-05,4
22627,2010-11-07,5
22627,2010-11-08,1
22627,2010-11-10,8
22627,2010-11-11,3
22627,2010-11-14,6
22627,2010-11-15,1
22627,2010-11-16,4
22627,2010-11-17,1
22627,2010-11-18,2
22627,2010-11-19,3
22627,2010-11-21,1
22627,2010-11-22,1
22627,2010-11-23,17
22627,2010-11-25,5
22627,2010-11-28,2
22627,2010-11-29,7
22627,2010-11-30,5
22627,2010-12-01,2
22627,2010-12-02,4
22627,2010-12-03,8
22627,2010-12-05,1
22627,2010-12-06,9
22627,2010-12-08,9
22627,2010-12-09,2
37492A,2009-12-01,1
37492A,2009-12-04,1
37492A,2009-12-08,1
37492A,2009-12-11,1
37492A,2009-12-13,4
37492A,2009-12-14,12
37492A,2009-12-16,48
37492A,2009-12-17,1
37492A,2009-12-18,1
37492A,2009-12-22,1
37492A,2009-12-23,37
84077,2009-12-01,48
84077,2009-12-02,435
84077,2009-12-03,56
84077,2009-12-04,144
84077,2009-12-05,48
84077,2009-12-07,96
84077,2009-12-08,576
84077,2009-12-10,384
84077,2009-12-11,48
84077,2009-12-13,100
84077,2009-12-14,288
84077,2009-12-15,144
84077,2009-12-16,96
84077,2009-12-17,144
84077,2009-12-18,48
84077,2009-12-21,48
84077,2010-01-05,288
84077,2010-01-08,48
84077,2010-01-12,288
84077,2010-01-15,48
84077,2010-01-17,48
84077,2010-01-20,3
84077,2010-01-22,192
84077,2010-01-24,96
84077,2010-01-25,336
84077,2010-01-28,48
84077,2010-01-31,48
84077,2010-02-01,144
84077,2010-02-02,96
84077,2010-02-03,96
84077,2010-02-04,48
84077,2010-02-05,96
84077,2010-02-07,96
84077,2010-02-08,48
84077,2010-02-09,48
84077,2010-02-10,48
84077,2010-02-11,48
84077,2010-02-14,48
84077,2010-02-15,96
84077,2010-02-16,432
84077,2010-02-17,144
84077,2010-02-18,240
84077,2010-02-19,48
84077,2010-02-21,48
84077,2010-02-22,192
84077,2010-02-23,48
84077,2010-02-25,48
84077,2010-02-26,240
84077,2010-02-28,48
84077,2010-03-01,336
84077,2010-03-02,48
84077,2010-03-03,144
84077,2010-03-04,288
84077,2010-03-05,96
84077,2010-03-07,96
84077,2010-03-08,144
84077,2010-03-09,144
84077,2010-03-10,192
84077,2010-03-14,48
84077,2010-03-15,2016
84077,2010-03-16,48
84077,2010-03-17,96
84077,2010-03-18,384
84077,2010-03-21,48
84077,2010-03-22,96
84077,2010-03-23,96
84077,2010-03-26,48
84077,2010-03-28,147
84077,2010-03-29,48
84077,2010-04-01,144
84077,2010-04-06,1200
84077,2010-04-07,48
84077,2010-04-08,49
84077,2010-04-09,48
84077,2010-04-11,48
84077,2010-04-12,95
84077,2010-04-14,144
84077,2010-04-15,48
84077,2010-04-16,720
84077,2010-04-19,48
84077,2010-04-22,384
84077,2010-04-23,48
84077,2010-04-25,96
84077,2010-04-26,96
84077,2010-04-27,48
84077,2010-04-28,336
84077,2010-04-29,144
84077,2010-05-02,48
84077,2010-05-05,144
84077,2010-05-07,48
84077,2010-05-09,48
84077,2010-05-10,144
84077,2010-05-11,432
84077,2010-05-12,48
84077,2010-05-13,1152
84077,2010-05-14,48
84077,2010-05-17,48
84077,2010-05-18,48
84077,2010-05-19,96
84077,2010-05-20,336
84077,2010-05-24,112
84077,2010-05-25,48
84077,2010-05-27,384
84077,2010-05-28,48
84077,2010-06-03,98
84077,2010-06-06,240
84077,2010-06-07,192
84077,2010-06-08,144
84077,2010-06-09,1536
84077,2010-06-11,96
84077,2010-06-13,240
84077,2010-06-14,432
84077,2010-06-15,192
84077,2010-06-16,106
84077,2010-06-17,336
84077,2010-06-21,96
84077,2010-06-23,58
84077,2010-06-24,96
84077,2010-06-25,54
84077,2010-06-27,240
84077,2010-06-28,144
84077,2010-06-29,912
84077,2010-06-30,192
84077,2010-07-01,144
84077,2010-07-02,48
84077,2010-07-04,8
84077,2010-07-06,96
84077,2010-07-07,48
84077,2010-07-09,49
84077,2010-07-12,48
84077,2010-07-13,102
84077,2010-07-14,288
84077,2010-07-15,288
84077,2010-07-16,49
84077,2010-07-18,48
84077,2010-07-19,720
84077,2010-07-20,48
84077,2010-07-22,192
84077,2010-07-23,97
84077,2010-07-26,192
84077,2010-07-27,96
84077,2010-07-28,48
84077,2010-07-29,308
84077,2010-07-30,98
84077,2010-08-01,96
84077,2010-08-02,144
84077,2010-08-03,2362
84077,2010-08-04,96
84077,2010-08-05,336
84077,2010-08-06,48
84077,2010-08-09,336
84077,2010-08-10,96
84077,2010-08-11,1
84077,2010-08-12,48
84077,2010-08-13,48
84077,2010-08-15,288
84077,2010-08-17,48
84077,2010-08-18,576
84077,2010-08-20,96
84077,2010-08-22,96
84077,2010-08-23,48
84077,2010-08-24,48
84077,2010-08-25,96
84077,2010-08-27,54
84077,2010-08-31,48
84077,2010-09-01,48
84077,2010-09-02,240
84077,2010-09-03,1488
84077,2010-09-05,96
84077,2010-09-06,625
84077,2010-09-07,144
84077,2010-09-08,48
84077,2010-09-09,48
84077,2010-09-13,48
84077,2010-09-15,19
84077,2010-09-16,48
84077,2010-09-17,48
84077,2010-09-19,144
84077,2010-09-20,96
84077,2010-09-21,192
84077,2010-09-22,384
84077,2010-09-23,96
84077,2010-09-24,48
84077,2010-09-26,101
84077,2010-09-27,98
84077,2010-09-28,288
84077,2010-09-29,96
84077,2010-09-30,144
84077,2010-10-03,144
84077,2010-10-04,192
84077,2010-10-05,240
84077,2010-10-07,96
84077,2010-10-08,2976
84077,2010-10-10,48
84077,2010-10-11,192
84077,2010-10-12,384
84077,2010-10-13,48
84077,2010-10-14,96
84077,2010-10-18,49
84077,2010-10-19,144
84077,2010-10-20,48
84077,2010-10-21,48
84077,2010-10-22,48
84077,2010-10-24,144
84077,2010-10-25,53
84077,2010-10-26,437
84077,2010-10-27,48
84077,2010-10-28,48
84077,2010-10-29,96
84077,2010-10-31,48
84077,2010-11-01,98
84077,2010-11-02,99
84077,2010-11-04,4575
84077,2010-11-05,96
84077,2010-11-07,481
84077,2010-11-08,579
84077,2010-11-09,1296
84077,2010-11-10,390
84077,2010-11-11,48
84077,2010-11-12,240
84077,2010-11-14,3
84077,2010-11-15,148
84077,2010-11-16,240
84077,2010-11-17,192
84077,2010-11-18,54
84077,2010-11-19,48
84077,2010-11-21,144
84077,2010-11-22,98
84077,2010-11-23,2
84077,2010-11-24,192
84077,2010-11-25,240
84077,2010-11-26,49
84077,2010-11-28,48
84077,2010-11-29,53
84077,2010-11-30,192
84077,2010-12-02,3264
84077,2010-12-03,49
84077,2010-12-05,96
84077,2010-12-06,8
84077,2010-12-07,50
84077,2010-12-08,240
84077,2010-12-09,52
84817,2010-02-08,6
84817,2010-03-04,6
84817,2010-03-07,1
84817,2010-03-11,6
84817,2010-05-04,2
84817,2010-06-08,2
84817,2010-07-01,2
84817,2010-07-29,6
84817,2010-08-01,2
84817,2010-08-06,2
84817,2010-08-19,6
84817,2010-08-20,12
84817,2010-09-13,1
84817,2010-10-07,1
84817,2010-10-13,1
84817,2010-10-31,2
84817,2010-11-04,2
84817,2010-11-08,2
84817,2010-11-09,12
84817,2010-11-10,6
84817,2010-11-11,4
84817,2010-11-15,6
84817,2010-11-24,6
84817,2010-11-30,12
85018D,2009-12-02,13
85018D,2009-12-04,24
85018D,2009-12-08,1
85018D,2009-12-16,25
85018D,2009-12-17,1
85018D,2009-12-18,1
85018D,2009-12-20,6
85018D,2010-03-15,2
85018D,2010-06-06,3
85018D,2010-07-25,4
85018D,2010-08-02,2
85018D,2010-08-11,6
85018D,2010-09-17,6
85018D,2010-09-20,1
85018D,2010-09-28,7
85018D,2010-10-01,1
85018D,2010-10-04,50
85018D,2010-10-05,97
85018D,2010-10-07,3
85018D,2010-10-08,24
85018D,2010-10-12,50
85018D,2010-10-13,72
85018D,2010-10-15,24
85018D,2010-10-17,74
85018D,2010-10-18,25
85018D,2010-10-19,6
85018D,2010-10-20,8
85018D,2010-10-22,3
85018D,2010-10-25,3
85018D,2010-10-26,24
85018D,2010-10-27,24
85018D,2010-10-29,24
85018D,2010-10-31,49
85018D,2010-11-01,52
85018D,2010-11-03,25
85018D,2010-11-10,3
85018D,2010-11-12,4
85018D,2010-11-15,1
85018D,2010-11-16,6
85018D,2010-11-17,1
85018D,2010-11-18,6
85018D,2010-11-19,11
85018D,2010-11-21,3
85018D,2010-11-22,2
85018D,2010-11-24,1
85018D,2010-12-03,1
85018D,2010-12-05,8
85123A,2009-12-01,261
85123A,2009-12-02,750
85123A,2009-12-03,359
85123A,2009-12-04,179
85123A,2009-12-05,96
85123A,2009-12-06,206
85123A,2009-12-07,408
85123A,2009-12-08,1610
85123A,2009-12-09,248
85123A,2009-12-10,271
85123A,2009-12-11,231
85123A,2009-12-13,404
85123A,2009-12-14,239
85123A,2009-12-15,357
85123A,2009-12-16,178
85123A,2009-12-17,390
85123A,2009-12-18,106
85123A,2009-12-20,24
85123A,2009-12-21,116
85123A,2009-12-22,12
85123A,2010-01-04,37
85123A,2010-01-05,162
85123A,2010-01-06,89
85123A,2010-01-07,1193
85123A,2010-01-08,214
85123A,2010-01-10,78
85123A,2010-01-11,34
85123A,2010-01-12,105
85123A,2010-01-13,89
85123A,2010-01-14,374
85123A,2010-01-15,162
85123A,2010-01-17,157
85123A,2010-01-18,106
85123A,2010-01-19,251
85123A,2010-01-20,244
85123A,2010-01-21,92
85123A,2010-01-22,614
85123A,2010-01-24,103
85123A,2010-01-25,169
85123A,2010-01-26,219
85123A,2010-01-27,411
85123A,2010-01-28,176
85123A,2010-01-29,137
85123A,2010-01-31,270
85123A,2010-02-01,106
85123A,2010-02-02,167
85123A,2010-02-03,193
85123A,2010-02-04,190
85123A,2010-02-05,42
85123A,2010-02-07,29
85123A,2010-02-08,209
85123A,2010-02-09,23
85123A,2010-02-10,54
85123A,2010-02-11,198
85123A,2010-02-12,51
85123A,2010-02-14,51
85123A,2010-02-15,194
85123A,2010-02-16,139
85123A,2010-02-17,141
85123A,2010-02-18,113
85123A,2010-02-19,45
85123A,2010-02-21,37
85123A,2010-02-22,104
85123A,2010-02-23,149
85123A,2010-02-24,312
85123A,2010-02-25,196
85123A,2010-02-26,75
85123A,2010-02-28,93
85123A,2010-03-01,118
85123A,2010-03-02,88
85123A,2010-03-03,214
85123A,2010-03-04,141
85123A,2010-03-05,68
85123A,2010-03-07,213
85123A,2010-03-08,285
85123A,2010-03-09,166
85123A,2010-03-10,176
85123A,2010-03-11,79
85123A,2010-03-12,100
85123A,2010-03-14,42
85123A,2010-03-15,98
85123A,2010-03-16,180
85123A,2010-03-17,146
85123A,2010-03-18,167
85123A,2010-03-19,139
85123A,2010-03-21,766
85123A,2010-03-22,118
85123A,2010-03-23,391
85123A,2010-03-24,78
85123A,2010-03-25,123
85123A,2010-03-26,394
85123A,2010-03-28,80
85123A,2010-03-29,470
85123A,2010-03-30,87
85123A,2010-03-31,149
85123A,2010-04-01,194
85123A,2010-04-06,71
85123A,2010-04-07,140
85123A,2010-04-08,128
85123A,2010-04-09,121
85123A,2010-04-11,449
85123A,2010-04-12,112
85123A,2010-04-13,123
85123A,2010-04-14,42
85123A,2010-04-15,143
85123A,2010-04-16,30
85123A,2010-04-18,398
85123A,2010-04-19,201
85123A,2010-04-20,70
85123A,2010-04-21,83
85123A,2010-04-22,159
85123A,2010-04-23,128
85123A,2010-04-25,55
85123A,2010-04-26,180
85123A,2010-04-27,238
85123A,2010-04-28,358
85123A,2010-04-29,185
85123A,2010-04-30,94
85123A,2010-05-02,65
85123A,2010-05-04,137
85123A,2010-05-05,187
85123A,2010-05-06,434
85123A,2010-05-07,200
85123A,2010-05-09,95
85123A,2010-05-10,142
85123A,2010-05-11,72
85123A,2010-05-12,179
85123A,2010-05-13,581
85123A,2010-05-14,59
85123A,2010-05-16,72
85123A,2010-05-17,103
85123A,2010-05-18,294
85123A,2010-05-19,262
85123A,2010-05-20,219
85123A,2010-05-21,241
85123A,2010-05-23,139
85123A,2010-05-24,92
85123A,2010-05-25,209
85123A,2010-05-26,184
85123A,2010-05-27,300
85123A,2010-05-28,75
85123A,2010-05-30,94
85123A,2010-06-01,29
85123A,2010-06-02,75
85123A,2010-06-03,156
85123A,2010-06-04,92
85123A,2010-06-06,193
85123A,2010-06-07,609
85123A,2010-06-08,92
85123A,2010-06-09,384
85123A,2010-06-10,130
85123A,2010-06-11,243
85123A,2010-06-13,131
85123A,2010-06-14,23
85123A,2010-06-15,129
85123A,2010-06-16,148
85123A,2010-06-17,112
85123A,2010-06-18,72
85123A,2010-06-20,102
85123A,2010-06-21,240
85123A,2010-06-22,90
85123A,2010-06-23,27
85123A,2010-06-24,32
85123A,2010-06-25,139
85123A,2010-06-27,250
85123A,2010-06-28,568
85123A,2010-06-29,90
85123A,2010-06-30,194
85123A,2010-07-01,295
85123A,2010-07-02,47
85123A,2010-07-04,15
85123A,2010-07-05,122
85123A,2010-07-06,157
85123A,2010-07-07,136
85123A,2010-07-08,107
85123A,2010-07-09,108
85123A,2010-07-11,88
85123A,2010-07-12,55
85123A,2010-07-13,759
85123A,2010-07-14,104
85123A,2010-07-15,80
85123A,2010-07-16,175
85123A,2010-07-18,92
85123A,2010-07-19,127
85123A,2010-07-20,331
85123A,2010-07-21,98
85123A,2010-07-22,126
85123A,2010-07-23,390
85123A,2010-07-25,87
85123A,2010-07-26,86
85123A,2010-07-27,69
85123A,2010-07-28,113
85123A,2010-07-29,229
85123A,2010-07-30,32
85123A,2010-08-01,60
85123A,2010-08-02,120
85123A,2010-08-03,76
85123A,2010-08-04,42
85123A,2010-08-05,104
85123A,2010-08-06,92
85123A,2010-08-08,113
85123A,2010-08-09,75
85123A,2010-08-10,603
85123A,2010-08-11,128
85123A,2010-08-12,199
85123A,2010-08-13,156
85123A,2010-08-15,57
85123A,2010-08-16,505
85123A,2010-08-17,247
85123A,2010-08-18,262
85123A,2010-08-19,172
85123A,2010-08-20,115
85123A,2010-08-22,385
