sku_id,product_name,date,units_sold,month,day_of_week,is_weekend
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-11,64,1,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-12,247,1,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-13,7,1,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-14,31,1,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-15,48,1,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-17,108,1,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-18,331,1,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-19,68,1,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-20,513,1,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-21,57,1,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-22,125,1,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-24,109,1,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-25,51,1,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-26,799,1,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-27,243,1,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-28,168,1,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-29,73,1,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-01-31,111,1,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-01,33,2,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-02,240,2,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-03,26,2,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-04,187,2,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-05,75,2,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-07,413,2,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-08,151,2,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-09,99,2,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-10,33,2,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-11,78,2,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-12,315,2,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-14,229,2,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-15,96,2,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-16,112,2,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-17,368,2,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-18,198,2,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-19,31,2,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-21,76,2,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-22,330,2,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-23,216,2,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-24,53,2,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-25,709,2,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-26,4,2,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-02-28,195,2,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-01,385,3,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-02,56,3,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-03,338,3,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-04,360,3,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-05,124,3,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-07,56,3,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-08,77,3,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-09,96,3,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-10,324,3,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-11,28,3,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-12,31,3,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-14,133,3,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-15,83,3,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-16,180,3,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-17,600,3,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-18,220,3,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-19,157,3,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-21,62,3,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-22,145,3,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-23,3,3,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-24,101,3,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-25,156,3,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-26,338,3,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-28,137,3,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-29,157,3,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-30,187,3,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-03-31,109,3,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-01,106,4,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-06,864,4,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-07,534,4,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-08,201,4,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-09,96,4,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-11,29,4,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-12,48,4,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-13,480,4,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-14,264,4,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-15,120,4,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-16,360,4,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-18,28,4,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-19,148,4,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-20,110,4,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-21,79,4,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-22,302,4,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-23,76,4,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-25,77,4,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-26,443,4,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-27,242,4,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-28,340,4,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-29,277,4,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-04-30,141,4,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-02,29,5,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-04,320,5,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-05,53,5,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-06,135,5,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-07,245,5,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-09,208,5,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-10,96,5,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-11,464,5,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-12,169,5,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-13,121,5,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-14,26,5,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-16,36,5,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-17,108,5,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-18,121,5,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-19,78,5,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-20,364,5,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-21,28,5,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-23,240,5,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-24,155,5,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-25,604,5,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-26,171,5,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-27,296,5,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-28,98,5,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-05-30,171,5,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-01,31,6,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-02,146,6,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-03,316,6,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-04,103,6,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-06,241,6,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-07,545,6,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-08,172,6,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-09,408,6,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-10,52,6,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-11,179,6,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-13,103,6,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-14,29,6,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-15,462,6,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-16,171,6,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-17,26,6,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-18,27,6,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-20,2,6,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-21,62,6,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-22,75,6,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-23,27,6,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-24,90,6,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-25,201,6,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-27,29,6,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-28,460,6,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-29,336,6,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-06-30,391,6,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-01,180,7,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-02,82,7,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-04,48,7,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-05,175,7,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-06,222,7,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-07,50,7,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-08,99,7,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-09,343,7,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-11,248,7,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-12,9,7,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-13,86,7,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-14,146,7,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-15,131,7,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-16,444,7,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-18,34,7,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-19,697,7,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-20,73,7,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-21,265,7,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-22,290,7,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-23,97,7,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-25,59,7,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-26,293,7,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-27,27,7,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-28,216,7,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-29,83,7,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-07-30,96,7,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-01,80,8,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-02,49,8,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-03,54,8,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-04,25,8,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-05,101,8,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-06,99,8,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-08,2,8,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-09,55,8,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-10,75,8,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-11,49,8,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-12,257,8,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-13,404,8,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-15,1060,8,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-16,24,8,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-17,168,8,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-18,400,8,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-19,422,8,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-20,627,8,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-22,218,8,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-23,49,8,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-24,97,8,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-25,100,8,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-26,126,8,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-27,25,8,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-08-31,182,8,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-01,147,9,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-02,255,9,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-03,172,9,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-05,341,9,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-06,326,9,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-07,25,9,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-08,3,9,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-09,86,9,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-10,216,9,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-12,31,9,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-13,99,9,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-14,273,9,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-15,417,9,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-16,72,9,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-17,49,9,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-19,96,9,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-20,199,9,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-21,337,9,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-22,27,9,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-23,59,9,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-24,171,9,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-26,271,9,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-27,305,9,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-28,125,9,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-29,363,9,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-09-30,203,9,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-01,149,10,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-03,154,10,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-04,313,10,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-05,217,10,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-06,1234,10,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-07,71,10,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-08,883,10,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-10,13,10,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-11,154,10,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-12,201,10,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-13,441,10,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-14,133,10,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-15,148,10,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-17,484,10,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-18,104,10,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-19,492,10,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-20,444,10,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-21,213,10,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-22,34,10,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-24,73,10,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-25,76,10,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-26,104,10,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-27,195,10,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-28,81,10,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-29,152,10,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-10-31,5,10,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-01,108,11,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-02,517,11,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-03,72,11,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-04,102,11,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-05,122,11,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-07,176,11,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-08,178,11,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-09,255,11,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-10,135,11,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-11,136,11,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-12,110,11,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-14,82,11,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-15,28,11,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-16,995,11,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-17,150,11,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-18,132,11,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-19,338,11,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-21,44,11,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-22,113,11,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-23,97,11,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-24,239,11,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-25,766,11,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-26,56,11,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-28,36,11,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-29,594,11,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-11-30,270,11,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-12-01,241,12,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-12-02,459,12,Thursday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-12-03,254,12,Friday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-12-05,21,12,Sunday,1
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-12-06,141,12,Monday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-12-07,261,12,Tuesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-12-08,134,12,Wednesday,0
21212,PACK OF 72 RETRO SPOT CAKE CASES,2010-12-09,77,12,Thursday,0
21629,SQUARE FLOOR CUSHION VINTAGE PINK,2009-12-03,3,12,Thursday,0
21629,SQUARE FLOOR CUSHION VINTAGE PINK,2009-12-04,2,12,Friday,0
21629,SQUARE FLOOR CUSHION VINTAGE PINK,2009-12-06,1,12,Sunday,1
21629,SQUARE FLOOR CUSHION VINTAGE PINK,2009-12-07,1,12,Monday,0
21629,SQUARE FLOOR CUSHION VINTAGE PINK,2009-12-09,1,12,Wednesday,0
